Plate;Infraction ID;Fine Amount;Issuing Agency;Issue Date;County Name
AYW7445;36;50.0;DEPARTMENT OF TRANSPORTATION;2021-12-27;Bronx
HDH3366;38;35.0;TRAFFIC;2018-06-21;Kings
KKP3097;36;50.0;DEPARTMENT OF TRANSPORTATION;2021-11-19;New York City
CYAAG2G;5;50.0;DEPARTMENT OF TRANSPORTATION;2021-12-23;Kings
HXN9628;36;50.0;DEPARTMENT OF TRANSPORTATION;2023-11-21;New York City
CWM6735;36;50.0;DEPARTMENT OF TRANSPORTATION;2021-12-23;Bronx
HHF8724;14;115.0;TRAFFIC;2023-05-19;Queens
HRB6369;36;50.0;DEPARTMENT OF TRANSPORTATION;2022-03-21;New York City
IRELAND;20;65.0;TRAFFIC;2021-06-09;New York City
56250MG;17;95.0;TRAFFIC;2021-08-09;New York City
ADNERB2X;7;50.0;DEPARTMENT OF TRANSPORTATION;2018-05-29;Queens
XLLJ23;19;115.0;TRAFFIC;2022-10-05;Kings
BH96453;66;45.0;DEPARTMENT OF SANITATION;2017-12-10;Kings
LDD3545;21;65.0;TRAFFIC;2023-09-07;Kings
DUZ6559;7;50.0;DEPARTMENT OF TRANSPORTATION;2018-01-09;Queens
GMB5121;5;115.0;DEPARTMENT OF TRANSPORTATION;2018-12-06;Richmond
GMZ9927;7;50.0;DEPARTMENT OF TRANSPORTATION;2018-05-22;Kings
EMCJ94;21;65.0;TRAFFIC;2018-10-30;New York City
53628MM;40;115.0;TRAFFIC;2022-11-16;Queens
KNB9867;21;65.0;TRAFFIC;2023-02-17;Kings
Y55LHN;36;50.0;DEPARTMENT OF TRANSPORTATION;2021-09-16;Bronx
12513BT;36;50.0;DEPARTMENT OF TRANSPORTATION;2021-11-09;Queens
T747732C;36;50.0;DEPARTMENT OF TRANSPORTATION;2023-04-08;Bronx
LNK9388;36;50.0;DEPARTMENT OF TRANSPORTATION;2022-10-25;Kings
GWK4229;40;115.0;TRAFFIC;2017-05-03;Queens
KNL1737;36;50.0;DEPARTMENT OF TRANSPORTATION;2023-05-03;Kings
EWAA02;36;50.0;DEPARTMENT OF TRANSPORTATION;2019-04-10;Kings
HGF7338;36;50.0;DEPARTMENT OF TRANSPORTATION;2020-01-17;Queens
GWT9951;19;115.0;POLICE DEPARTMENT;2016-05-27;Kings
38SV63;21;65.0;TRAFFIC;2016-06-21;New York City
GUL5745;38;35.0;TRAFFIC;2016-11-09;Kings
T513669C;19;115.0;TRAFFIC;2017-03-05;Bronx
JGS9703;16;95.0;TRAFFIC;2022-10-12;Queens
77942JW;14;115.0;TRAFFIC;2022-08-02;New York City
KUHD49;51;115.0;TRAFFIC;2020-10-19;Queens
USTAXPRO;38;35.0;TRAFFIC;2017-11-06;Kings
GEG6230;36;50.0;DEPARTMENT OF TRANSPORTATION;2019-09-06;Queens
JEH2906;36;50.0;DEPARTMENT OF TRANSPORTATION;2020-08-26;Kings
S84GTJ;16;95.0;TRAFFIC;2018-06-23;Kings
27532MA;69;65.0;TRAFFIC;2017-06-07;New York City
41770JX;38;35.0;TRAFFIC;2016-06-30;Queens
FZG2522;21;45.0;TRAFFIC;2016-12-20;Kings
JMF1804;70;65.0;TRAFFIC;2022-05-10;New York City
HSH1406;20;60.0;TRAFFIC;2017-07-26;Bronx
HNJ1641;98;95.0;POLICE DEPARTMENT;2018-11-03;Kings
B37JZU;38;35.0;TRAFFIC;2019-08-17;Queens
GHG1795;37;35.0;TRAFFIC;2017-05-10;Queens
HXS4768;70;65.0;TRAFFIC;2022-06-17;Bronx
7APFB9;37;65.0;TRAFFIC;2016-06-28;New York City
KDT9122;70;65.0;TRAFFIC;2020-12-16;Queens
FAM8389;14;115.0;TRAFFIC;2021-01-02;New York City
GML1489;36;50.0;DEPARTMENT OF TRANSPORTATION;2022-06-10;Queens
GGD3164;38;35.0;TRAFFIC;2023-10-26;Queens
KHG6042;20;60.0;TRAFFIC;2022-04-11;Kings
GLR1981;31;115.0;TRAFFIC;2022-07-13;New York City
KXD7659;36;50.0;DEPARTMENT OF TRANSPORTATION;2023-07-04;Queens
JGM8839;21;45.0;TRAFFIC;2019-08-27;Kings
KVT6779;21;65.0;TRAFFIC;2023-03-24;Bronx
KSZ6804;40;115.0;TRAFFIC;2022-08-03;Bronx
JCL8603;36;50.0;DEPARTMENT OF TRANSPORTATION;2021-03-22;Kings
T768789C;16;95.0;TRAFFIC;2019-06-25;New York City
32460MJ;36;50.0;DEPARTMENT OF TRANSPORTATION;2022-03-11;Queens
KRU1008;36;50.0;DEPARTMENT OF TRANSPORTATION;2023-02-24;Bronx
HES4178;21;45.0;TRAFFIC;2016-09-06;New York City
T648566C;38;35.0;TRAFFIC;2019-03-12;Bronx
T116287C;36;50.0;DEPARTMENT OF TRANSPORTATION;2023-09-20;Queens
JHM4720;7;50.0;DEPARTMENT OF TRANSPORTATION;2019-07-13;Queens
Z29JVZ;40;115.0;POLICE DEPARTMENT;2021-01-01;Queens
59869NA;21;65.0;TRAFFIC;2023-04-25;Queens
XLLG55;36;50.0;DEPARTMENT OF TRANSPORTATION;2022-08-24;New York City
KEE5615;37;35.0;TRAFFIC;2020-10-21;Kings
T763595C;36;50.0;DEPARTMENT OF TRANSPORTATION;2021-05-25;Queens
JFJ2470;31;115.0;TRAFFIC;2023-06-21;New York City
HNH4155;24;60.0;TRAFFIC;2017-04-08;Queens
KVM6988;36;50.0;DEPARTMENT OF TRANSPORTATION;2022-09-17;Queens
KFV5579;21;65.0;DEPARTMENT OF SANITATION;2022-07-28;New York City
LCF5824;36;50.0;DEPARTMENT OF TRANSPORTATION;2023-10-18;Bronx
GMT8132;46;115.0;POLICE DEPARTMENT;2016-03-30;Kings
HTH2999;37;35.0;TRAFFIC;2017-11-30;Bronx
16206TC;19;115.0;TRAFFIC;2019-12-13;Bronx
KDW7192;38;35.0;TRAFFIC;2020-10-20;Kings
HYJ8485;36;50.0;DEPARTMENT OF TRANSPORTATION;2020-03-25;Queens
KHV6727;36;50.0;DEPARTMENT OF TRANSPORTATION;2023-05-17;Richmond
KEM9910;20;60.0;TRAFFIC;2022-06-07;Bronx
EXS5402;21;65.0;TRAFFIC;2023-02-09;New York City
KNX7189;14;115.0;TRAFFIC;2018-09-23;Queens
JPB2942;40;115.0;TRAFFIC;2022-05-15;Kings
HSC5432;48;115.0;TRAFFIC;2020-12-10;Queens
T739168C;20;65.0;TRAFFIC;2017-10-07;New York City
JMJ4521;21;65.0;DEPARTMENT OF SANITATION;2021-01-29;Kings
CEL7092;21;65.0;TRAFFIC;2019-06-17;New York City
K80MHJ;36;50.0;DEPARTMENT OF TRANSPORTATION;2022-12-10;Kings
GPF2969;21;45.0;TRAFFIC;2016-06-16;New York City
KFM2847;36;50.0;DEPARTMENT OF TRANSPORTATION;2022-03-04;Queens
ESW5992;36;50.0;DEPARTMENT OF TRANSPORTATION;2016-12-01;Kings
HDF7892;46;115.0;TRAFFIC;2017-11-13;New York City
W201768C;14;115.0;TRAFFIC;2018-07-03;New York City
V8K;70;65.0;TRAFFIC;2022-01-25;Kings
KXS8347;36;50.0;DEPARTMENT OF TRANSPORTATION;2022-11-28;Queens
98783MJ;20;65.0;TRAFFIC;2022-02-04;New York City
GGC9989;14;115.0;TRAFFIC;2021-04-26;New York City
24287MM;69;65.0;TRAFFIC;2019-10-21;New York City
KSC8714;36;50.0;DEPARTMENT OF TRANSPORTATION;2023-01-08;New York City
OL8041K;36;50.0;DEPARTMENT OF TRANSPORTATION;2022-08-25;New York City
GPJ9746;40;115.0;TRAFFIC;2018-10-10;Bronx
FPB3544;38;35.0;TRAFFIC;2020-10-23;Queens
HJX4252;37;35.0;TRAFFIC;2018-08-24;New York City
GMG9582;38;35.0;TRAFFIC;2016-12-08;Kings
55224MC;17;95.0;TRAFFIC;2018-09-12;New York City
GTE8478;36;50.0;DEPARTMENT OF TRANSPORTATION;2018-07-20;Richmond
BMBPRF;38;35.0;TRAFFIC;2017-11-15;New York City
70101PC;14;115.0;TRAFFIC;2019-09-09;New York City
HPA5101;71;65.0;TRAFFIC;2018-11-16;Kings
HVJ2775;36;50.0;DEPARTMENT OF TRANSPORTATION;2022-02-17;Bronx
EBF3724;37;35.0;TRAFFIC;2016-10-19;Queens
HAB4850;36;50.0;DEPARTMENT OF TRANSPORTATION;2019-12-30;Richmond
HAS1992;21;65.0;TRAFFIC;2021-03-09;Kings
KFV4816;36;50.0;DEPARTMENT OF TRANSPORTATION;2022-11-24;Queens
HKX3785;36;50.0;DEPARTMENT OF TRANSPORTATION;2021-08-30;Bronx
72334MD;16;95.0;TRAFFIC;2017-05-08;New York City
84259MN;76;65.0;TRAFFIC;2021-07-15;New York City
HHT5296;36;50.0;DEPARTMENT OF TRANSPORTATION;2017-08-09;New York City
JMC8858;37;65.0;TRAFFIC;2021-06-16;New York City
HLY2762;21;45.0;TRAFFIC;2018-11-23;Kings
H55GLW;38;35.0;TRAFFIC;2017-12-02;Queens
HLX7376;21;45.0;TRAFFIC;2019-09-17;Kings
DZW1672;20;65.0;TRAFFIC;2019-11-24;New York City
H44JVD;31;115.0;TRAFFIC;2018-08-01;New York City
60725MD;20;65.0;TRAFFIC;2020-10-01;New York City
KMC5423;67;165.0;POLICE DEPARTMENT;2021-11-13;Kings
JJT5804;40;115.0;TRAFFIC;2022-03-07;Kings
99917NA;36;50.0;DEPARTMENT OF TRANSPORTATION;2022-04-12;Richmond
AW202R;84;65.0;TRAFFIC;2023-11-30;New York City
T632488C;36;50.0;DEPARTMENT OF TRANSPORTATION;2016-05-31;Kings
GWG4814;38;35.0;TRAFFIC;2018-09-28;Kings
HDY7013;21;45.0;TRAFFIC;2017-04-24;Queens
EPE2693;36;50.0;DEPARTMENT OF TRANSPORTATION;2016-10-20;Kings
LBE5845;36;50.0;DEPARTMENT OF TRANSPORTATION;2023-08-09;New York City
LAC7066;74;65.0;TRAFFIC;2023-05-25;Kings
DHK1231;21;45.0;TRAFFIC;2017-05-10;Kings
HWJ8897;36;50.0;DEPARTMENT OF TRANSPORTATION;2023-09-27;New York City
31716JA;20;65.0;TRAFFIC;2022-07-20;New York City
JFB9301;36;50.0;DEPARTMENT OF TRANSPORTATION;2020-02-21;Bronx
GRD8021;36;50.0;DEPARTMENT OF TRANSPORTATION;2020-09-04;Richmond
EVL2872;21;45.0;TRAFFIC;2018-11-23;Queens
ARRIJON;36;50.0;DEPARTMENT OF TRANSPORTATION;2022-05-11;Kings
GEH1263;36;50.0;DEPARTMENT OF TRANSPORTATION;2018-11-20;Queens
90068MK;46;115.0;TRAFFIC;2018-11-19;New York City
JKD9196;70;65.0;TRAFFIC;2023-09-29;Queens
HDE3740;46;115.0;TRAFFIC;2018-06-30;Kings
HGC4978;21;45.0;DEPARTMENT OF SANITATION;2017-07-29;Bronx
JCF2675;71;65.0;TRAFFIC;2018-08-04;Queens
LBZ1409;21;65.0;TRAFFIC;2023-10-17;Queens
KLD4451;7;50.0;DEPARTMENT OF TRANSPORTATION;2022-04-19;Richmond
25323MJ;64;95.0;TRAFFIC;2017-11-16;New York City
HAB4402;40;115.0;TRAFFIC;2018-09-27;Bronx
FZC9600;71;65.0;TRAFFIC;2017-12-04;Bronx
91944JW;7;50.0;DEPARTMENT OF TRANSPORTATION;2017-12-11;Queens
KSM6185;5;115.0;DEPARTMENT OF TRANSPORTATION;2019-04-03;Queens
2707;36;50.0;DEPARTMENT OF TRANSPORTATION;2022-09-03;Queens
KNP1378;40;115.0;TRAFFIC;2022-11-08;New York City
JRJ1720;70;65.0;TRAFFIC;2022-07-27;New York City
99922ME;20;65.0;TRAFFIC;2019-03-06;New York City
36855MH;19;115.0;TRAFFIC;2017-08-03;New York City
GBM4166;7;50.0;DEPARTMENT OF TRANSPORTATION;2021-10-08;Kings
KGL4530;36;50.0;DEPARTMENT OF TRANSPORTATION;2022-12-28;Richmond
DARRAGH;21;65.0;TRAFFIC;2023-03-31;Kings
ESJ7786;36;50.0;DEPARTMENT OF TRANSPORTATION;2017-06-02;Kings
PE814;36;50.0;DEPARTMENT OF TRANSPORTATION;2021-06-10;Queens
8ERSNVME;21;65.0;TRAFFIC;2020-10-23;Queens
18113NA;14;115.0;TRAFFIC;2021-11-16;Kings
EYH2372;14;115.0;TRAFFIC;2018-01-30;Bronx
HRK7188;71;65.0;TRAFFIC;2018-08-19;Richmond
LJM5860;36;50.0;DEPARTMENT OF TRANSPORTATION;2023-05-22;Kings
UHZ5155;14;115.0;TRAFFIC;2020-09-12;New York City
HZF9464;51;115.0;TRAFFIC;2019-06-26;Kings
KZA8276;20;65.0;TRAFFIC;2023-02-18;New York City
HDD6908;36;50.0;DEPARTMENT OF TRANSPORTATION;2020-10-07;Queens
4DG5641;21;45.0;TRAFFIC;2018-05-25;Queens
KSU2522;21;65.0;TRAFFIC;2023-10-20;New York City
JPX9796;36;50.0;DEPARTMENT OF TRANSPORTATION;2023-04-29;Queens
HPD4976;21;45.0;TRAFFIC;2018-05-25;New York City
48280MK;69;65.0;TRAFFIC;2021-09-08;New York City
AH46559;69;65.0;TRAFFIC;2019-05-20;New York City
KPM5061;40;115.0;POLICE DEPARTMENT;2023-02-10;Kings
2700380;19;115.0;TRAFFIC;2019-08-16;New York City
ARB2962;16;95.0;TRAFFIC;2019-06-21;New York City
FYW7085;21;45.0;TRAFFIC;2016-03-08;Queens
TVH316;36;50.0;DEPARTMENT OF TRANSPORTATION;2022-11-19;New York City
VKK7381;21;65.0;TRAFFIC;2021-12-20;Queens
JPZ3014;36;50.0;DEPARTMENT OF TRANSPORTATION;2021-11-17;Queens
G79SRK;36;50.0;DEPARTMENT OF TRANSPORTATION;2023-08-25;Queens
JSC4967;36;50.0;DEPARTMENT OF TRANSPORTATION;2022-08-31;Kings
KKA5866;36;50.0;DEPARTMENT OF TRANSPORTATION;2023-11-17;Richmond
B57PES;5;50.0;DEPARTMENT OF TRANSPORTATION;2021-12-30;Bronx
FMW5469;20;65.0;TRAFFIC;2020-05-28;New York City
JLM8539;21;65.0;TRAFFIC;2021-10-22;Queens
JHF6461;7;50.0;DEPARTMENT OF TRANSPORTATION;2019-06-24;Queens
JDP7565;21;45.0;TRAFFIC;2019-03-09;New York City
KUJ9019;37;65.0;TRAFFIC;2022-09-28;New York City
KKP3978;36;50.0;DEPARTMENT OF TRANSPORTATION;2023-02-27;Kings
96962JH;38;35.0;TRAFFIC;2018-09-27;Bronx
KBT2418;36;50.0;DEPARTMENT OF TRANSPORTATION;2023-11-07;Kings
27274MD;40;115.0;TRAFFIC;2023-12-19;Queens
GPR4091;21;65.0;TRAFFIC;2022-08-03;Queens
GDD7390;36;50.0;DEPARTMENT OF TRANSPORTATION;2020-03-27;Kings
JRH4894;38;65.0;TRAFFIC;2020-11-20;New York City
JMJ5808;21;45.0;DEPARTMENT OF SANITATION;2020-02-04;Kings
CPG1149;70;65.0;TRAFFIC;2017-09-29;Kings
AW10129;21;65.0;TRAFFIC;2020-08-25;Kings
KET5169;38;35.0;TRAFFIC;2021-04-05;Queens
JHF2362;36;50.0;DEPARTMENT OF TRANSPORTATION;2019-08-13;Kings
GFD5765;36;50.0;DEPARTMENT OF TRANSPORTATION;2023-09-03;Queens
DXT3952;20;60.0;TRAFFIC;2008-06-30;New York City
C16APJ;36;50.0;DEPARTMENT OF TRANSPORTATION;2016-11-14;Kings
51473NC;36;50.0;DEPARTMENT OF TRANSPORTATION;2023-09-17;Queens
JDX7818;13;115.0;TRAFFIC;2020-09-25;Queens
JAW5175;40;115.0;POLICE DEPARTMENT;2020-08-22;Kings
9Y90B;38;35.0;TRAFFIC;2017-03-27;Queens
T426363C;7;50.0;DEPARTMENT OF TRANSPORTATION;2018-09-13;Kings
GCF5660;21;45.0;TRAFFIC;2019-01-02;Queens
EVV2725;71;65.0;TRAFFIC;2018-02-13;Queens
KUJ4913;7;50.0;DEPARTMENT OF TRANSPORTATION;2023-06-22;Queens
HAX7630;21;65.0;TRAFFIC;2017-09-23;New York City
DUT8388;36;50.0;DEPARTMENT OF TRANSPORTATION;2019-05-07;Bronx
HFE6616;16;95.0;TRAFFIC;2016-11-21;Queens
DZZ5441;21;45.0;TRAFFIC;2019-12-27;Kings
AXK7817;36;50.0;DEPARTMENT OF TRANSPORTATION;2020-03-27;Queens
JFM3561;74;65.0;TRAFFIC;2023-05-11;Kings
DBV1522;36;50.0;DEPARTMENT OF TRANSPORTATION;2021-07-13;Kings
7N51D;13;115.0;TRAFFIC;2018-10-27;Kings
GKX6151;38;65.0;TRAFFIC;2018-03-07;New York City
HLY6655;20;65.0;TRAFFIC;2017-01-13;New York City
KKA8639;36;50.0;DEPARTMENT OF TRANSPORTATION;2023-02-03;Kings
FCL1976;20;65.0;TRAFFIC;2021-08-09;New York City
GWV5206;51;115.0;TRAFFIC;2016-11-25;New York City
JCV7866;36;50.0;DEPARTMENT OF TRANSPORTATION;2021-07-07;Queens
XMAR41;31;115.0;TRAFFIC;2022-03-08;New York City
309MCV;72;65.0;TRAFFIC;2020-02-15;New York City
JMD3670;70;65.0;TRAFFIC;2021-11-12;Queens
HGX7478;71;65.0;TRAFFIC;2019-08-01;Queens
98714MM;21;65.0;TRAFFIC;2022-09-29;New York City
HKT1540;75;65.0;TRAFFIC;2016-09-17;Queens
KJY2779;36;50.0;DEPARTMENT OF TRANSPORTATION;2023-01-29;Kings
KWN6739;36;50.0;DEPARTMENT OF TRANSPORTATION;2023-05-15;Queens
KHN7504;36;50.0;DEPARTMENT OF TRANSPORTATION;2020-12-11;Queens
11323NA;36;50.0;DEPARTMENT OF TRANSPORTATION;2022-08-26;Kings
HXX9204;20;60.0;TRAFFIC;2020-08-19;Queens
GGT3978;46;115.0;TRAFFIC;2022-01-12;Kings
N407TK;36;50.0;DEPARTMENT OF TRANSPORTATION;2017-11-21;Bronx
UJM4114;31;115.0;TRAFFIC;2022-06-18;New York City
FFC3831;36;50.0;DEPARTMENT OF TRANSPORTATION;2020-06-16;Queens
HVE8390;36;50.0;DEPARTMENT OF TRANSPORTATION;2021-07-29;Kings
GSS1995;20;60.0;TRAFFIC;2017-02-18;Bronx
65179JV;37;65.0;TRAFFIC;2019-08-23;New York City
HGJ5998;21;65.0;TRAFFIC;2017-10-23;New York City
62260MM;7;50.0;DEPARTMENT OF TRANSPORTATION;2023-04-06;Kings
HZG7687;38;35.0;TRAFFIC;2022-07-08;Queens
BZE6776;31;115.0;TRAFFIC;2020-01-11;New York City
HTD1623;21;45.0;DEPARTMENT OF SANITATION;2019-04-16;Kings
KEF9015;36;50.0;DEPARTMENT OF TRANSPORTATION;2021-05-27;Kings
HUA8419;7;50.0;DEPARTMENT OF TRANSPORTATION;2020-12-12;Kings
KZH5527;20;60.0;TRAFFIC;2023-03-01;Kings
86736MK;46;115.0;TRAFFIC;2020-01-04;Bronx
JLT6557;16;95.0;TRAFFIC;2022-02-03;New York City
HXN6034;36;50.0;DEPARTMENT OF TRANSPORTATION;2022-11-23;Queens
DRJ8539;36;50.0;DEPARTMENT OF TRANSPORTATION;2019-07-23;Kings
626064;38;65.0;TRAFFIC;2016-09-06;New York City
S31HPW;21;65.0;DEPARTMENT OF SANITATION;2021-03-01;Kings
EDC3451;37;65.0;TRAFFIC;2018-08-01;New York City
EV547P;38;65.0;TRAFFIC;2023-06-19;New York City
JED2909;36;50.0;DEPARTMENT OF TRANSPORTATION;2019-02-27;Queens
GAU5007;36;50.0;DEPARTMENT OF TRANSPORTATION;2022-08-14;Kings
XGLK34;14;115.0;POLICE DEPARTMENT;2021-12-20;New York City
JJG9552;37;35.0;TRAFFIC;2022-07-23;Kings
CXML497;40;115.0;POLICE DEPARTMENT;2023-11-04;Queens
87107ME;38;35.0;TRAFFIC;2016-05-03;Kings
HXF8522;5;50.0;DEPARTMENT OF TRANSPORTATION;2021-09-17;New York City
GMU2530;38;65.0;TRAFFIC;2021-09-11;New York City
11977NB;46;115.0;TRAFFIC;2023-11-09;Bronx
KCEJ13;36;50.0;DEPARTMENT OF TRANSPORTATION;2020-08-11;Kings
KWC8871;36;50.0;DEPARTMENT OF TRANSPORTATION;2023-02-12;New York City
GRK1264;71;65.0;TRAFFIC;2018-02-12;Kings
JMA3180;36;50.0;DEPARTMENT OF TRANSPORTATION;2022-05-27;Bronx
VT70732;36;50.0;DEPARTMENT OF TRANSPORTATION;2023-10-28;Bronx
GSN3312;70;65.0;TRAFFIC;2016-06-24;Bronx
27314MH;82;115.0;TRAFFIC;2023-03-13;New York City
HTB6864;21;65.0;TRAFFIC;2018-07-16;New York City
GTC4606;38;35.0;TRAFFIC;2016-08-17;Queens
HXA4587;50;115.0;TRAFFIC;2018-06-12;Queens
JMM2497;21;45.0;DEPARTMENT OF SANITATION;2020-01-31;Kings
T702552C;40;115.0;TRAFFIC;2021-09-30;Queens
GPK8190;36;50.0;DEPARTMENT OF TRANSPORTATION;2021-03-18;Queens
KLC6555;36;50.0;DEPARTMENT OF TRANSPORTATION;2022-09-20;Queens
JEJ3151;14;115.0;TRAFFIC;2019-10-12;New York City
20332TC;46;115.0;TRAFFIC;2017-07-05;New York City
KDR6593;51;115.0;POLICE DEPARTMENT;2021-12-11;Bronx
HES1241;7;50.0;DEPARTMENT OF TRANSPORTATION;2019-08-31;Kings
52894MD;14;115.0;TRAFFIC;2021-07-24;Bronx
NOTAVG;74;65.0;TRAFFIC;2022-11-03;Queens
BWGZ67;36;50.0;DEPARTMENT OF TRANSPORTATION;2021-11-26;Queens
JLX0998;36;50.0;DEPARTMENT OF TRANSPORTATION;2017-01-26;Kings
HDB7619;20;60.0;TRAFFIC;2018-09-10;Queens
HPH6095;37;35.0;TRAFFIC;2021-03-02;Bronx
HRF4928;36;50.0;DEPARTMENT OF TRANSPORTATION;2020-06-26;Kings
HFL8710;37;35.0;TRAFFIC;2017-08-09;Queens
GPU6609;36;50.0;DEPARTMENT OF TRANSPORTATION;2017-08-08;Queens
EHYP24;36;50.0;DEPARTMENT OF TRANSPORTATION;2016-10-28;Kings
54586MK;20;65.0;TRAFFIC;2022-05-12;New York City
JJA8380;48;115.0;TRAFFIC;2021-10-12;New York City
XY782W;21;65.0;TRAFFIC;2016-07-19;New York City
KYD5812;21;65.0;TRAFFIC;2023-10-31;Kings
S62LGZ;19;115.0;TRAFFIC;2019-10-22;Bronx
KAX4295;5;50.0;DEPARTMENT OF TRANSPORTATION;2022-09-20;New York City
63424JM;14;115.0;TRAFFIC;2020-01-24;New York City
79PEPE;38;65.0;TRAFFIC;2021-05-15;New York City
KZX6682;36;50.0;DEPARTMENT OF TRANSPORTATION;2023-09-24;Queens
T526486C;36;50.0;DEPARTMENT OF TRANSPORTATION;2023-09-05;Bronx
KKP8344;36;50.0;DEPARTMENT OF TRANSPORTATION;2023-10-11;Kings
FEL2768;40;115.0;TRAFFIC;2023-02-08;New York City
62275MM;74;65.0;TRAFFIC;2021-04-06;Bronx
75739MM;36;50.0;DEPARTMENT OF TRANSPORTATION;2023-09-01;Kings
GYU6963;20;65.0;TRAFFIC;2016-10-20;New York City
KUZ8316;38;35.0;TRAFFIC;2022-06-06;Queens
GHJ5841;20;60.0;TRAFFIC;2016-07-09;Kings
HNB5109;46;115.0;TRAFFIC;2017-02-21;New York City
KFS9875;38;35.0;TRAFFIC;2023-09-25;Queens
18286TC;40;115.0;TRAFFIC;2016-05-27;Kings
KWW3628;71;65.0;TRAFFIC;2023-02-19;Kings
JLU8708;21;45.0;DEPARTMENT OF SANITATION;2019-11-26;Kings
GZH5314;36;50.0;DEPARTMENT OF TRANSPORTATION;2016-05-18;Bronx
GQGI93;36;50.0;DEPARTMENT OF TRANSPORTATION;2017-01-04;Queens
68200MJ;36;50.0;DEPARTMENT OF TRANSPORTATION;2021-12-08;Kings
GPK3234;21;45.0;TRAFFIC;2018-02-13;Kings
BXWC63;36;50.0;DEPARTMENT OF TRANSPORTATION;2020-05-11;Bronx
CUD6430;37;35.0;TRAFFIC;2020-09-24;Bronx
EWV5930;9;115.0;TRAFFIC;2016-06-15;New York City
XCJY28;38;35.0;TRAFFIC;2017-07-21;New York City
GBZ8708;38;35.0;TRAFFIC;2022-11-07;Queens
61118JY;69;65.0;TRAFFIC;2018-11-21;New York City
GFF3060;21;45.0;TRAFFIC;2018-08-30;Kings
T694243C;7;50.0;DEPARTMENT OF TRANSPORTATION;2018-05-03;Queens
S75MYP;37;35.0;TRAFFIC;2021-06-19;Kings
DVZ6891;16;95.0;TRAFFIC;2018-09-16;New York City
HRZ6593;20;60.0;TRAFFIC;2023-02-05;Queens
HMA3950;31;115.0;TRAFFIC;2022-05-24;New York City
JHV6839;71;65.0;TRAFFIC;2019-08-06;Kings
T82PJE;36;50.0;DEPARTMENT OF TRANSPORTATION;2022-08-08;Queens
KFS1781;38;35.0;TRAFFIC;2023-05-01;Queens
KSX3043;36;50.0;DEPARTMENT OF TRANSPORTATION;2022-01-20;Bronx
HHU2460;36;50.0;DEPARTMENT OF TRANSPORTATION;2022-05-23;Kings
KJL7701;36;50.0;DEPARTMENT OF TRANSPORTATION;2023-11-30;Queens
GXR8670;74;65.0;TRAFFIC;2021-06-16;Bronx
SLWHEMI;20;60.0;TRAFFIC;2022-08-25;Bronx
KKA5168;70;65.0;TRAFFIC;2023-03-15;Kings
JGT8805;36;50.0;DEPARTMENT OF TRANSPORTATION;2021-10-05;Queens
EJLX5;40;115.0;TRAFFIC;2017-09-27;New York City
72479ML;10;115.0;TRAFFIC;2018-07-26;New York City
6K74A;50;115.0;TRAFFIC;2017-01-05;New York City
HVY9870;46;115.0;TRAFFIC;2023-02-06;Queens
KJF2087;36;50.0;DEPARTMENT OF TRANSPORTATION;2021-09-16;Kings
PQB297;20;60.0;TRAFFIC;2019-02-02;Bronx
HVY2843;14;115.0;TRAFFIC;2018-10-05;Queens
FZC3030;36;50.0;DEPARTMENT OF TRANSPORTATION;2022-11-08;Queens
HEH2837;38;35.0;TRAFFIC;2017-05-18;Queens
ALW7437;37;65.0;TRAFFIC;2018-05-14;New York City
EXM3992;98;95.0;POLICE DEPARTMENT;2022-01-31;Queens
26595MB;38;65.0;TRAFFIC;2017-07-18;New York City
HCD8756;21;45.0;TRAFFIC;2019-04-30;Queens
AT29858;36;50.0;DEPARTMENT OF TRANSPORTATION;2019-09-18;Queens
T657286C;71;65.0;TRAFFIC;2021-06-05;Bronx
GDF6161;7;50.0;DEPARTMENT OF TRANSPORTATION;2018-06-18;Kings
KHP2959;71;65.0;TRAFFIC;2023-02-07;Kings
HVR1219;14;115.0;TRAFFIC;2023-02-20;Kings
FAJ4436;70;65.0;TRAFFIC;2016-06-02;New York City
HPD6665;36;50.0;DEPARTMENT OF TRANSPORTATION;2022-03-09;Bronx
HFW8063;36;50.0;DEPARTMENT OF TRANSPORTATION;2020-01-27;Richmond
FGE6356;16;95.0;TRAFFIC;2015-10-29;New York City
FWE7571;38;35.0;TRAFFIC;2016-11-10;Queens
JHS1777;14;115.0;TRAFFIC;2021-01-19;Kings
AW36218;17;95.0;TRAFFIC;2021-11-12;Bronx
25117MG;42;65.0;TRAFFIC;2019-08-14;New York City
LRM967;19;115.0;TRAFFIC;2019-08-09;Kings
JEX5228;5;50.0;DEPARTMENT OF TRANSPORTATION;2022-09-15;New York City
ESY1582;36;50.0;DEPARTMENT OF TRANSPORTATION;2017-04-20;Kings
AN919T;84;65.0;TRAFFIC;2016-05-31;New York City
JSF9561;71;65.0;TRAFFIC;2021-11-28;New York City
50365AP;21;65.0;TRAFFIC;2016-08-11;New York City
XFWB48;46;115.0;TRAFFIC;2018-04-30;New York City
JCJ7196;46;115.0;TRAFFIC;2020-09-17;New York City
KLW7615;36;50.0;DEPARTMENT OF TRANSPORTATION;2022-08-20;Queens
EBN7060;16;95.0;TRAFFIC;2019-03-18;New York City
XGGG71;69;65.0;TRAFFIC;2021-10-01;New York City
